level,id,parent_id,object_id,object_type,query_status,query_time,query_type,name,message,type,metadata.type,talking_about_count,likes,likes.count,shares.count,comments.count,created_time,updated_time
1,675,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,hay comentarios que ya murio hoy ojala no sea cierto el estado suele ser mas detallo,,,,,,,,2020-01-31T23:06:33+0000,
1,676,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,nos tienen hartos ya tienen los reactivos hagan la prueba ya hay sospechosos en ecuador hasta google map lo dice,,,,,,,,2020-01-31T20:09:42+0000,
1,677,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,cada vez menos texto tal cual como sus signos vitales,,,,,,,,2020-01-31T19:51:56+0000,
1,678,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,cabe preguntar por que tantas mentiras de de parte de esta cartera de estado,,,,,,,,2020-01-31T19:53:07+0000,
1,679,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,digo no en lugar de montar un lenin on ice y gastarse millonadas en esa fachada pongan controles en aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales no trimestrales como hacen ahora gracias a la ministraquemando sacando a todos los epidemiologos que habia y al sobrino nadie se queja,,,,,,,,2020-01-31T20:50:49+0000,
1,680,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,todo el ecuador en este momento,,,,,,,,2020-01-31T19:55:52+0000,
1,681,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,si despues de todo este tiempo no le ha pasado nada es porque no tiene coronavirus,,,,,,,,2020-01-31T20:07:45+0000,
1,682,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,escriban bien señoresministerio de salud publicano usan articulos el la los las que vergüenza,,,,,,,,2020-01-31T19:54:25+0000,
1,683,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,no entiendo que hacen esperando resultados nosotroos debemos de estar preparados para lo peor tomemos las medidas preventivas necesarias y que diosito se apiade de nosotroos,,,,,,,,2020-01-31T21:45:17+0000,
1,684,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,cual atencion oportuna si solo medicina sintomatica le estan dando,,,,,,,,2020-02-01T00:06:02+0000,
1,685,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,hasta cuando piensan tener en ascuas sean sinceros por primera vez en la vida sirvan de verdad vayanse a sus casas si no pueden y delen el puesto a otro,,,,,,,,2020-02-02T14:58:54+0000,
1,686,661,,data,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,bueno y jasta cuando nos van a informar sobre los resultados por que tanta vuelta ya digan de una vez,,,,,,,,2020-01-31T20:40:42+0000,
1,687,661,100064713034849_pfbid0b8KrNp7HTY37Kxs2PpkypqfMDn6Q7QtMJTvfey1XAYH1x91HY98Qpj1GimMhp5Mvl,offcut,fetched (200),2022-08-21 22:04:37.273000,Facebook:<post>/comments,,,,,,,,,,,
1,688,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,señora ministra con el respeto que usted se merece por que si se supone que ecuador ya tiene los reactivos para detectar el coronavirus esto lo anunciaron como noticia de ultimo minuto en vez de tenernos con tanto rumor le hacen la prueba al señor y confirman o no el resultado con este tipo de comunicado si bien es cierto es oficial alteran mas a la poblacion por que los rumores que el señor ya murio son cada vez mas fuertes y eso es peor,,,,,,,,2020-01-31T20:55:18+0000,
1,689,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,seria bueno que desmientan esto entonces porque esta empezando a circular por las redes esta imagen,,,,,,,,2020-01-31T20:09:49+0000,
1,690,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,ya pues señora ministra ya tiene los reactivos ahora cual es la excusa dejeme adivinar no sabe como usarlo,,,,,,,,2020-01-31T19:56:27+0000,
1,691,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,que paso con los resultados del paciente,,,,,,,,2020-01-31T19:52:33+0000,
1,692,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,honestamente y tristemente a muchos no les interesa como vaya el paciente hora con hora pero el resultado es prioridad en estos momentos marean mucho la perdiz,,,,,,,,2020-01-31T19:56:47+0000,
1,693,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,ya mismo le hacen la misadelos dias y usteds siguen con la mentira,,,,,,,,2020-01-31T19:50:15+0000,
1,694,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,hasta cuando es sospechoso hasta cuando se muera no es normal que pase mas de una semana uno con una triste gripe o tos pero para ustedes sigue siendo sospechoso,,,,,,,,2020-01-31T20:01:07+0000,
1,695,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,ya aburren con lo mismo den informaciondeq es o no es portador del virus ya parecen programa de tv haciendo suspenso,,,,,,,,2020-01-31T19:53:17+0000,
1,696,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,les comento que estan despidiendo mucha gente del sector publico,,,,,,,,2020-01-31T19:55:31+0000,
1,697,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,porque hasta la fecha no podemos tener una digna o digno representante como ministro de salustedesta cartera de estado va de mal en peor,,,,,,,,2020-01-31T20:58:55+0000,
1,698,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,esta pobre persona no tendoctora familia que se pronuncie al respecto o es que los protegen para que no los indaguen es inconcebible que seamos el primer pais latinoamericano en recibir los famosos medios para detectar el virus y que aun digan que no hay resultados del caso indignante,,,,,,,,2020-01-31T20:11:58+0000,
1,699,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,lo mejor que pueden hacer en lugar de estar esperando un resultado esque tomen medidas desde ahora digo tomen medidas de bioseguridad ustedes como ciustedadanos no esperarqueel gobierno les diga que hacer muy mal acostumbrados estamos,,,,,,,,2020-01-31T20:50:21+0000,
1,700,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,risa llegan los reactivos mas rapido que los resultados mejor que regresen las muestras y les hacemos aqui pero eso si cogian turno,,,,,,,,2020-01-31T20:06:15+0000,
1,701,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,hay comentarios que ya murio hoy ojala no sea cierto el estado suele ser mas detallo,,,,,,,,2020-01-31T23:06:33+0000,
1,702,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,nos tienen hartos ya tienen los reactivos hagan la prueba ya hay sospechosos en ecuador hasta google map lo dice,,,,,,,,2020-01-31T20:09:42+0000,
1,703,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,cada vez menos texto tal cual como sus signos vitales,,,,,,,,2020-01-31T19:51:56+0000,
1,704,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,cabe preguntar por que tantas mentiras de de parte de esta cartera de estado,,,,,,,,2020-01-31T19:53:07+0000,
1,705,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,digo no en lugar de montar un lenin on ice y gastarse millonadas en esa fachada pongan controles en aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales no trimestrales como hacen ahora gracias a la ministraquemando sacando a todos los epidemiologos que habia y al sobrino nadie se queja,,,,,,,,2020-01-31T20:50:49+0000,
1,706,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,todo el ecuador en este momento,,,,,,,,2020-01-31T19:55:52+0000,
1,707,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,si despues de todo este tiempo no le ha pasado nada es porque no tiene coronavirus,,,,,,,,2020-01-31T20:07:45+0000,
1,708,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,escriban bien señoresministerio de salud publicano usan articulos el la los las que vergüenza,,,,,,,,2020-01-31T19:54:25+0000,
1,709,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,no entiendo que hacen esperando resultados nosotroos debemos de estar preparados para lo peor tomemos las medidas preventivas necesarias y que diosito se apiade de nosotroos,,,,,,,,2020-01-31T21:45:17+0000,
1,710,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,cual atencion oportuna si solo medicina sintomatica le estan dando,,,,,,,,2020-02-01T00:06:02+0000,
1,711,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,hasta cuando piensan tener en ascuas sean sinceros por primera vez en la vida sirvan de verdad vayanse a sus casas si no pueden y delen el puesto a otro,,,,,,,,2020-02-02T14:58:54+0000,
1,712,661,,data,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,bueno y jasta cuando nos van a informar sobre los resultados por que tanta vuelta ya digan de una vez,,,,,,,,2020-01-31T20:40:42+0000,
1,713,661,100064713034849_pfbid0b8KrNp7HTY37Kxs2PpkypqfMDn6Q7QtMJTvfey1XAYH1x91HY98Qpj1GimMhp5Mvl,offcut,fetched (200),2022-08-21 22:04:37.851000,Facebook:<post>/comments,,,,,,,,,,,
1,714,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,señora ministra con el respeto que usted se merece por que si se supone que ecuador ya tiene los reactivos para detectar el coronavirus esto lo anunciaron como noticia de ultimo minuto en vez de tenernos con tanto rumor le hacen la prueba al señor y confirman o no el resultado con este tipo de comunicado si bien es cierto es oficial alteran mas a la poblacion por que los rumores que el señor ya murio son cada vez mas fuertes y eso es peor,,,,,,,,2020-01-31T20:55:18+0000,
1,715,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,seria bueno que desmientan esto entonces porque esta empezando a circular por las redes esta imagen,,,,,,,,2020-01-31T20:09:49+0000,
1,716,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,ya pues señora ministra ya tiene los reactivos ahora cual es la excusa dejeme adivinar no sabe como usarlo,,,,,,,,2020-01-31T19:56:27+0000,
1,717,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,que paso con los resultados del paciente,,,,,,,,2020-01-31T19:52:33+0000,
1,718,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,honestamente y tristemente a muchos no les interesa como vaya el paciente hora con hora pero el resultado es prioridad en estos momentos marean mucho la perdiz,,,,,,,,2020-01-31T19:56:47+0000,
1,719,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,ya mismo le hacen la misadelos dias y usteds siguen con la mentira,,,,,,,,2020-01-31T19:50:15+0000,
1,720,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,hasta cuando es sospechoso hasta cuando se muera no es normal que pase mas de una semana uno con una triste gripe o tos pero para ustedes sigue siendo sospechoso,,,,,,,,2020-01-31T20:01:07+0000,
1,721,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,ya aburren con lo mismo den informaciondeq es o no es portador del virus ya parecen programa de tv haciendo suspenso,,,,,,,,2020-01-31T19:53:17+0000,
1,722,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,les comento que estan despidiendo mucha gente del sector publico,,,,,,,,2020-01-31T19:55:31+0000,
1,723,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,porque hasta la fecha no podemos tener una digna o digno representante como ministro de salustedesta cartera de estado va de mal en peor,,,,,,,,2020-01-31T20:58:55+0000,
1,724,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,esta pobre persona no tendoctora familia que se pronuncie al respecto o es que los protegen para que no los indaguen es inconcebible que seamos el primer pais latinoamericano en recibir los famosos medios para detectar el virus y que aun digan que no hay resultados del caso indignante,,,,,,,,2020-01-31T20:11:58+0000,
1,725,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,lo mejor que pueden hacer en lugar de estar esperando un resultado esque tomen medidas desde ahora digo tomen medidas de bioseguridad ustedes como ciustedadanos no esperarqueel gobierno les diga que hacer muy mal acostumbrados estamos,,,,,,,,2020-01-31T20:50:21+0000,
1,726,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,risa llegan los reactivos mas rapido que los resultados mejor que regresen las muestras y les hacemos aqui pero eso si cogian turno,,,,,,,,2020-01-31T20:06:15+0000,
1,727,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,hay comentarios que ya murio hoy ojala no sea cierto el estado suele ser mas detallo,,,,,,,,2020-01-31T23:06:33+0000,
1,728,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,nos tienen hartos ya tienen los reactivos hagan la prueba ya hay sospechosos en ecuador hasta google map lo dice,,,,,,,,2020-01-31T20:09:42+0000,
1,729,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,cada vez menos texto tal cual como sus signos vitales,,,,,,,,2020-01-31T19:51:56+0000,
1,730,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,cabe preguntar por que tantas mentiras de de parte de esta cartera de estado,,,,,,,,2020-01-31T19:53:07+0000,
1,731,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,digo no en lugar de montar un lenin on ice y gastarse millonadas en esa fachada pongan controles en aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales no trimestrales como hacen ahora gracias a la ministraquemando sacando a todos los epidemiologos que habia y al sobrino nadie se queja,,,,,,,,2020-01-31T20:50:49+0000,
1,732,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,todo el ecuador en este momento,,,,,,,,2020-01-31T19:55:52+0000,
1,733,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,si despues de todo este tiempo no le ha pasado nada es porque no tiene coronavirus,,,,,,,,2020-01-31T20:07:45+0000,
1,734,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,escriban bien señoresministerio de salud publicano usan articulos el la los las que vergüenza,,,,,,,,2020-01-31T19:54:25+0000,
1,735,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,no entiendo que hacen esperando resultados nosotroos debemos de estar preparados para lo peor tomemos las medidas preventivas necesarias y que diosito se apiade de nosotroos,,,,,,,,2020-01-31T21:45:17+0000,
1,736,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,cual atencion oportuna si solo medicina sintomatica le estan dando,,,,,,,,2020-02-01T00:06:02+0000,
1,737,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,hasta cuando piensan tener en ascuas sean sinceros por primera vez en la vida sirvan de verdad vayanse a sus casas si no pueden y delen el puesto a otro,,,,,,,,2020-02-02T14:58:54+0000,
1,738,661,,data,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,bueno y jasta cuando nos van a informar sobre los resultados por que tanta vuelta ya digan de una vez,,,,,,,,2020-01-31T20:40:42+0000,
1,739,661,100064713034849_pfbid0b8KrNp7HTY37Kxs2PpkypqfMDn6Q7QtMJTvfey1XAYH1x91HY98Qpj1GimMhp5Mvl,offcut,fetched (200),2022-08-21 22:04:39.500000,Facebook:<post>/comments,,,,,,,,,,,
1,740,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,señora ministra con el respeto que usted se merece por que si se supone que ecuador ya tiene los reactivos para detectar el coronavirus esto lo anunciaron como noticia de ultimo minuto en vez de tenernos con tanto rumor le hacen la prueba al señor y confirman o no el resultado con este tipo de comunicado si bien es cierto es oficial alteran mas a la poblacion por que los rumores que el señor ya murio son cada vez mas fuertes y eso es peor,,,,,,,,2020-01-31T20:55:18+0000,
1,741,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,seria bueno que desmientan esto entonces porque esta empezando a circular por las redes esta imagen,,,,,,,,2020-01-31T20:09:49+0000,
1,742,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,ya pues señora ministra ya tiene los reactivos ahora cual es la excusa dejeme adivinar no sabe como usarlo,,,,,,,,2020-01-31T19:56:27+0000,
1,743,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,que paso con los resultados del paciente,,,,,,,,2020-01-31T19:52:33+0000,
1,744,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,honestamente y tristemente a muchos no les interesa como vaya el paciente hora con hora pero el resultado es prioridad en estos momentos marean mucho la perdiz,,,,,,,,2020-01-31T19:56:47+0000,
1,745,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,ya mismo le hacen la misadelos dias y usteds siguen con la mentira,,,,,,,,2020-01-31T19:50:15+0000,
1,746,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,hasta cuando es sospechoso hasta cuando se muera no es normal que pase mas de una semana uno con una triste gripe o tos pero para ustedes sigue siendo sospechoso,,,,,,,,2020-01-31T20:01:07+0000,
1,747,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,ya aburren con lo mismo den informaciondeq es o no es portador del virus ya parecen programa de tv haciendo suspenso,,,,,,,,2020-01-31T19:53:17+0000,
1,748,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,les comento que estan despidiendo mucha gente del sector publico,,,,,,,,2020-01-31T19:55:31+0000,
1,749,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,porque hasta la fecha no podemos tener una digna o digno representante como ministro de salustedesta cartera de estado va de mal en peor,,,,,,,,2020-01-31T20:58:55+0000,
1,750,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,esta pobre persona no tendoctora familia que se pronuncie al respecto o es que los protegen para que no los indaguen es inconcebible que seamos el primer pais latinoamericano en recibir los famosos medios para detectar el virus y que aun digan que no hay resultados del caso indignante,,,,,,,,2020-01-31T20:11:58+0000,
1,751,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,lo mejor que pueden hacer en lugar de estar esperando un resultado esque tomen medidas desde ahora digo tomen medidas de bioseguridad ustedes como ciustedadanos no esperarqueel gobierno les diga que hacer muy mal acostumbrados estamos,,,,,,,,2020-01-31T20:50:21+0000,
1,752,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,risa llegan los reactivos mas rapido que los resultados mejor que regresen las muestras y les hacemos aqui pero eso si cogian turno,,,,,,,,2020-01-31T20:06:15+0000,
1,753,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,hay comentarios que ya murio hoy ojala no sea cierto el estado suele ser mas detallo,,,,,,,,2020-01-31T23:06:33+0000,
1,754,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,nos tienen hartos ya tienen los reactivos hagan la prueba ya hay sospechosos en ecuador hasta google map lo dice,,,,,,,,2020-01-31T20:09:42+0000,
1,755,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,cada vez menos texto tal cual como sus signos vitales,,,,,,,,2020-01-31T19:51:56+0000,
1,756,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,cabe preguntar por que tantas mentiras de de parte de esta cartera de estado,,,,,,,,2020-01-31T19:53:07+0000,
1,757,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,digo no en lugar de montar un lenin on ice y gastarse millonadas en esa fachada pongan controles en aeropuertos aduanas puertos etc hagan informes epidemiologicos semanales no trimestrales como hacen ahora gracias a la ministraquemando sacando a todos los epidemiologos que habia y al sobrino nadie se queja,,,,,,,,2020-01-31T20:50:49+0000,
1,758,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,todo el ecuador en este momento,,,,,,,,2020-01-31T19:55:52+0000,
1,759,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,si despues de todo este tiempo no le ha pasado nada es porque no tiene coronavirus,,,,,,,,2020-01-31T20:07:45+0000,
1,760,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,escriban bien señoresministerio de salud publicano usan articulos el la los las que vergüenza,,,,,,,,2020-01-31T19:54:25+0000,
1,761,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,no entiendo que hacen esperando resultados nosotroos debemos de estar preparados para lo peor tomemos las medidas preventivas necesarias y que diosito se apiade de nosotroos,,,,,,,,2020-01-31T21:45:17+0000,
1,762,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,cual atencion oportuna si solo medicina sintomatica le estan dando,,,,,,,,2020-02-01T00:06:02+0000,
1,763,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,hasta cuando piensan tener en ascuas sean sinceros por primera vez en la vida sirvan de verdad vayanse a sus casas si no pueden y delen el puesto a otro,,,,,,,,2020-02-02T14:58:54+0000,
1,764,661,,data,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,bueno y jasta cuando nos van a informar sobre los resultados por que tanta vuelta ya digan de una vez,,,,,,,,2020-01-31T20:40:42+0000,
1,765,661,100064713034849_pfbid0b8KrNp7HTY37Kxs2PpkypqfMDn6Q7QtMJTvfey1XAYH1x91HY98Qpj1GimMhp5Mvl,offcut,fetched (200),2022-08-21 22:04:40.009000,Facebook:<post>/comments,,,,,,,,,,,
1,766,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,señora ministra con el respeto que usted se merece por que si se supone que ecuador ya tiene los reactivos para detectar el coronavirus esto lo anunciaron como noticia de ultimo minuto en vez de tenernos con tanto rumor le hacen la prueba al señor y confirman o no el resultado con este tipo de comunicado si bien es cierto es oficial alteran mas a la poblacion por que los rumores que el señor ya murio son cada vez mas fuertes y eso es peor,,,,,,,,2020-01-31T20:55:18+0000,
1,767,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,seria bueno que desmientan esto entonces porque esta empezando a circular por las redes esta imagen,,,,,,,,2020-01-31T20:09:49+0000,
1,768,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,ya pues señora ministra ya tiene los reactivos ahora cual es la excusa dejeme adivinar no sabe como usarlo,,,,,,,,2020-01-31T19:56:27+0000,
1,769,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,que paso con los resultados del paciente,,,,,,,,2020-01-31T19:52:33+0000,
1,770,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,honestamente y tristemente a muchos no les interesa como vaya el paciente hora con hora pero el resultado es prioridad en estos momentos marean mucho la perdiz,,,,,,,,2020-01-31T19:56:47+0000,
1,771,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,ya mismo le hacen la misadelos dias y usteds siguen con la mentira,,,,,,,,2020-01-31T19:50:15+0000,
1,772,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,hasta cuando es sospechoso hasta cuando se muera no es normal que pase mas de una semana uno con una triste gripe o tos pero para ustedes sigue siendo sospechoso,,,,,,,,2020-01-31T20:01:07+0000,
1,773,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,ya aburren con lo mismo den informaciondeq es o no es portador del virus ya parecen programa de tv haciendo suspenso,,,,,,,,2020-01-31T19:53:17+0000,
1,774,661,,data,fetched (200),2022-08-21 22:04:40.715000,Facebook:<post>/comments,,les comento que estan despidiendo mucha gente del sector publico,,,,,,,,2020-01-31T19:55:31+0000,
